ids,linkselect,imSource,linkselect-href,AuthorName,rating,reviews,genre,pages,IND,US,AUS,ZFA,UAE,UK,CAN,FRA,ratRank,revRank,popScore,critScore,isSeries,seriesid,sg1,sg2,sg3,sg4
170,DiaryofaWimpyKid(DiaryofaWimpyKid#1),111.jpg,https://www.goodreads.com/book/show/389627.Diary_of_a_Wimpy_Kid,Jeff Kinney (Goodreads Author),3.95,153369,Humor,217,503,318,144,94,131,440,139,257,302,170,0.731,0.703,,,360,156,525,352
209,DifferentSeasons(Paperback),112.jpg,https://www.goodreads.com/book/show/39662.Different_Seasons,Stephen King (Goodreads Author),4.31,108324,Fiction,560,505,211,261,198,93,175,99,301,50,209,0.674,0.647,,,477,532,300,104
397,DinnerattheHomesickRestaurant(Paperback),113.jpg,https://www.goodreads.com/book/show/77699.Dinner_at_the_Homesick_Restaurant,Anne Tyler,3.82,13752,Fiction,303,327,241,145,40,115,388,75,296,403,397,0.289,0.313,,,424,293,136,544
396,DisciplineandPunish:TheBirthofthePrison(Paperback),114.jpg,https://www.goodreads.com/book/show/80369.Discipline_and_Punish,Michel Foucault,4.19,13989,Philosophy,352,556,659,381,164,88,361,116,350,116,396,0.29,0.32,,,546,458,154,122
456,DiscourseontheOriginofInequality(Paperback),115.jpg,https://www.goodreads.com/book/show/22472.Discourse_on_the_Origin_of_Inequality,Jean-Jacques Rousseau,3.81,6527,NonFiction,64,158,223,434,209,20,359,36,149,406,456,0.183,0.185,,,471,27,320,430
203,DonQuixote(Paperback),116.jpg,https://www.goodreads.com/book/show/3836.Don_Quixote,"Miguel de Cervantes Saavedra, John Rutherford (Translator, Introduction), Roberto Gonz�lez Echevarr�a (Introduction)",3.83,117157,Fiction,982,339,120,577,201,144,357,101,194,397,203,0.684,0.66,,,146,504,215,296
554,DorlingKindersleyClassics:TheHoundoftheBaskervilles(Hardcover),117.jpg,https://www.goodreads.com/book/show/4308867-dorling-kindersley-classics,Mark Oldroyd,3.88,8,Fiction,64,114,618,535,30,123,100,126,331,352,554,0.004,0.004,,,225,177,329,75
420,DoubleAct(Paperback),118.jpg,https://www.goodreads.com/book/show/511527.Double_Act,"Jacqueline Wilson, Nick Sharratt (Illustrations), Sue Heap (Illustrations)",3.65,10769,Childrens,192,435,195,167,208,86,127,80,329,506,420,0.249,0.255,,,181,389,544,359
69,Dracula(Paperback),119.jpg,https://www.goodreads.com/book/show/17245.Dracula,Bram Stoker,3.95,481483,Classics,488,325,314,351,98,81,297,128,295,301,69,0.879,0.872,,,197,29,411,146
88,Dune(DuneChronicles#1),120.jpg,https://www.goodreads.com/book/show/234225.Dune,Frank Herbert,4.14,395494,Fiction,604,556,233,54,141,143,401,153,142,143,88,0.845,0.838,,,164,194,79,395
127,EastofEden(Paperback),121.jpg,https://www.goodreads.com/book/show/4406.East_of_Eden,John Steinbeck,4.32,262332,Classics,601,284,680,22,107,172,280,24,348,44,127,0.786,0.776,,,27,272,218,362
36,EatPrayLove(Paperback),122.jpg,https://www.goodreads.com/book/show/19501.Eat_Pray_Love,Elizabeth Gilbert (Goodreads Author),3.45,939045,NonFiction,331,395,434,586,216,97,248,53,233,545,36,0.934,0.932,,,118,160,50,185
265,Einstein:HisLifeandUniverse(Hardcover),123.jpg,https://www.goodreads.com/book/show/10884.Einstein,Walter Isaacson (Goodreads Author),4.04,59945,NonFiction,680,492,527,561,238,91,377,114,284,217,265,0.545,0.554,,,464,541,477,549
512,ElementsofthePhilosophyofRight(Paperback),124.jpg,https://www.goodreads.com/book/show/25248.Elements_of_the_Philosophy_of_Right,"Georg Wilhelm Friedrich Hegel, Allen W. Wood (Editor), Raymond Geuss (Editor)",3.8,1704,Philosophy,569,165,488,149,116,47,425,152,89,416,512,0.08,0.09,,,348,391,145,443
93,Emma(Paperback),125.jpg,https://www.goodreads.com/book/show/6969.Emma,"Jane Austen, Fiona Stafford (Introduction, Notes)",3.97,381426,Classics,474,276,190,398,83,116,251,125,62,281,93,0.838,0.831,,,461,215,148,345
548,EnidBlytontheFarawayTreeCollection:Threeenchantingstoriesinone(Hardcover),126.jpg,https://www.goodreads.com/book/show/21113018-enid-blyton-the-faraway-tree-collection,Enid Blyton,4.54,107,Childrens,512,261,459,110,158,76,101,191,139,7,548,0.013,0.016,,,520,421,210,389
44,Eragon(TheInheritanceCycle#1),127.jpg,https://www.goodreads.com/book/show/113436.Eragon,Christopher Paolini (Goodreads Author),3.8,816496,Fantasy,503,32,106,455,112,52,473,80,227,415,44,0.924,0.92,,,17,340,323,57
476,EscapefromFreedom(Paperback),128.jpg,https://www.goodreads.com/book/show/25491.Escape_from_Freedom,Erich Fromm,4.19,4863,Psychology,320,410,123,7,18,56,337,166,58,115,476,0.161,0.153,,,215,105,433,81
268,EthanFrome(Paperback),129.jpg,https://www.goodreads.com/book/show/5246.Ethan_Frome,"Edith Wharton, Elizabeth Ammons (Annotations)",3.31,59233,Classics,128,162,580,567,39,58,423,201,295,551,268,0.534,0.545,,,167,212,112,81
258,Exodus(Paperback),130.jpg,https://www.goodreads.com/book/show/42697.Exodus,Leon Uris,4.32,63198,History,608,158,489,296,88,130,441,73,70,43,258,0.57,0.561,,,268,22,349,96
434,FacingYourGiants(Hardcover),131.jpg,https://www.goodreads.com/book/show/74169.Facing_Your_Giants,Max Lucado,4.42,9012,Christian,233,382,220,91,67,100,415,212,172,24,434,0.214,0.223,,,120,138,171,365
42,Fahrenheit451(Hardcover),132.jpg,https://www.goodreads.com/book/show/17470674-fahrenheit-451,Ray Bradbury,3.95,866063,Classics,227,540,121,549,168,120,393,215,142,300,42,0.925,0.921,,,374,140,78,279
263,FarfromtheMaddingCrowd(Paperback),133.jpg,https://www.goodreads.com/book/show/31463.Far_from_the_Madding_Crowd,"Thomas Hardy, Rosemarie Morgan (Introduction and Notes), Shannon Russell (Introduction and Notes)",3.87,60503,Classics,480,86,170,11,139,49,128,24,358,368,263,0.552,0.558,,,43,42,446,375
153,FearandLoathinginLasVegas(Paperback),134.jpg,https://www.goodreads.com/book/show/7745.Fear_and_Loathing_in_Las_Vegas,"Hunter S. Thompson, Ralph Steadman (Illustrator)",4.08,176188,Fiction,204,323,194,74,85,81,447,118,320,185,153,0.753,0.731,,,217,347,429,32
67,FiftyShadesDarker(FiftyShades#2),135.jpg,https://www.goodreads.com/book/show/11857408-fifty-shades-darker,E.L. James (Goodreads Author),3.92,492968,Romance,532,17,146,102,35,61,464,208,68,326,67,0.879,0.88,,,13,112,340,554
28,FiftyShadesofGrey(FiftyShades#1),136.jpg,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,E.L. James (Goodreads Author),3.7,1080545,Romance,356,499,339,469,220,142,473,154,210,488,28,0.941,0.955,,,288,155,297,485
120,FightClub(Paperback),137.jpg,https://www.goodreads.com/book/show/5759.Fight_Club,Chuck Palahniuk (Goodreads Author),4.19,295050,Fiction,224,421,594,204,225,99,365,121,250,114,120,0.798,0.793,,,409,250,446,92
536,FinalAdventuresofSherlockHolmes(Hardcover),138.jpg,https://www.goodreads.com/book/show/1602796.Final_Adventures_of_Sherlock_Holmes,Arthur Conan Doyle,4.29,375,Mystery,216,143,193,103,205,89,201,211,166,57,536,0.032,0.041,,,154,16,131,437
441,FinnegansWake(Paperback),139.jpg,https://www.goodreads.com/book/show/11013.Finnegans_Wake,James Joyce,3.65,8185,Fiction,628,430,154,349,238,139,388,96,352,505,441,0.209,0.21,,,552,105,66,458
306,Foucault'sPendulum(Paperback),140.jpg,https://www.goodreads.com/book/show/17841.Foucault_s_Pendulum,"Umberto Eco, William Weaver (Translator)",3.88,38416,Fiction,623,341,493,17,190,46,443,190,352,351,306,0.441,0.485,,,161,105,59,203
54,Frankenstein(Paperback),141.jpg,https://www.goodreads.com/book/show/18490.Frankenstein,"Mary Shelley, Maurice Hindle (Editor, Introduction)",3.71,678381,Classics,273,280,759,511,11,76,353,153,183,483,54,0.899,0.896,,,78,55,219,113
384,Germinal(LesRougon-Macquart#13),142.jpg,https://www.goodreads.com/book/show/28407.Germinal,"�mile Zola, Roger Pearson (Translator, Introduction)",4.06,15442,Classics,592,453,117,488,128,21,472,202,61,199,384,0.305,0.333,,,457,478,162,352
429,GirlsinLove(Girls#1),143.jpg,https://www.goodreads.com/book/show/266765.Girls_in_Love,Jacqueline Wilson,3.5,9527,YoungAdult,160,341,446,167,37,85,178,190,45,540,429,0.218,0.234,,,135,417,245,360
35,GoneGirl(MassMarketPaperback),144.jpg,https://www.goodreads.com/book/show/21480930-gone-girl,Gillian Flynn (Goodreads Author),3.97,952692,Fiction,560,219,425,575,74,64,208,99,349,280,35,0.936,0.932,,,47,3,231,304
50,GonewiththeWind(Paperback),145.jpg,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,Margaret Mitchell,4.26,705294,Classics,1037,50,337,54,203,72,266,95,293,77,50,0.909,0.904,,,333,7,548,488
487,GoodbyetoBerlin(Paperback),146.jpg,https://www.goodreads.com/book/show/760702.Goodbye_to_Berlin,Christopher Isherwood,3.94,3694,Fiction,208,102,426,531,93,148,377,189,57,308,487,0.142,0.128,,,159,387,383,458
145,GoodnightMoon(Hardcover),147.jpg,https://www.goodreads.com/book/show/32929.Goodnight_Moon,"Margaret Wise Brown, Clement Hurd (Illustrator)",4.26,213053,Childrens,32,126,269,361,169,120,462,124,177,75,145,0.763,0.747,,,509,411,304,491
354,GoodNightMr.Tom(Paperback),148.jpg,https://www.goodreads.com/book/show/161099.Good_Night_Mr_Tom,Michelle Magorian,4.25,22437,History,320,268,458,315,179,70,262,169,199,79,354,0.362,0.384,,,1,250,397,351
137,GoodOmens:TheNiceandAccuratePropheciesofAgnesNutterWitch(Paperback),149.jpg,https://www.goodreads.com/book/show/12067.Good_Omens,"Terry Pratchett, Neil Gaiman (Goodreads Author)",4.26,231834,Fantasy,413,403,757,347,73,49,221,41,81,76,137,0.773,0.764,,,102,90,448,281
446,Gormenghast(Gormenghast#2),150.jpg,https://www.goodreads.com/book/show/258392.Gormenghast,Mervyn Peake,3.97,7540,Fantasy,505,560,548,340,75,113,396,151,261,279,446,0.202,0.197,,,10,330,175,187
355,Gravity'sRainbow(Paperback),151.jpg,https://www.goodreads.com/book/show/415.Gravity_s_Rainbow,Thomas Pynchon,4.03,22131,Fiction,776,493,437,181,127,77,391,59,125,228,355,0.357,0.384,,,410,325,114,384
516,GreatDialoguesofPlato(Paperback),152.jpg,https://www.goodreads.com/book/show/30291.Great_Dialogues_of_Plato,"Plato, W.H.D. Rouse (translator)",4.12,1478,Classics,528,169,176,93,201,44,319,99,353,151,516,0.073,0.082,,,160,288,167,193
94,GreatExpectations(Paperback),153.jpg,https://www.goodreads.com/book/show/2623.Great_Expectations,Charles Dickens,3.71,379975,Classics,505,550,529,579,70,104,204,101,226,482,94,0.836,0.83,,,102,355,247,404
358,Grendel(Paperback),154.jpg,https://www.goodreads.com/book/show/676737.Grendel,John Gardner,3.68,21644,Fiction,180,244,112,167,19,67,466,196,148,493,358,0.355,0.379,,,6,44,314,439
444,GroundworkoftheMetaphysicsofMorals(CambridgeTextsintheHistoryofPhilosophy),155.jpg,https://www.goodreads.com/book/show/60080.Groundwork_of_the_Metaphysics_of_Morals,"Immanuel Kant, Mary J. Gregor (translator), Christine M. Korsgaard (introduction)",3.76,7706,Philosophy,76,72,359,24,127,40,487,29,192,447,444,0.205,0.204,,,375,336,186,144
232,Guards!Guards!(Discworld#8;CityWatch#1),156.jpg,https://www.goodreads.com/book/show/64216.Guards_Guards_,Terry Pratchett,4.28,82876,Fiction,355,390,487,295,218,146,422,174,151,61,232,0.622,0.616,,,246,200,15,463
181,Gulliver'sTravels(Paperback),157.jpg,https://www.goodreads.com/book/show/7733.Gulliver_s_Travels,"Jonathan Swift, Robert DeMaria Jr. (intro and notes)",3.53,141651,Classics,306,381,410,245,89,47,267,213,56,539,181,0.715,0.689,,,240,245,41,275
171,GunsGermsandSteel:TheFatesofHumanSocieties(Paperback),158.jpg,https://www.goodreads.com/book/show/1842.Guns_Germs_and_Steel,Jared Diamond,3.98,152218,Culture,425,313,168,539,49,96,325,206,283,265,171,0.731,0.702,,,142,222,540,541
77,Hamlet(Paperback),159.jpg,https://www.goodreads.com/book/show/1420.Hamlet,"William Shakespeare, Richard Andrews (Editor), Rex Gibson (Editor)",3.99,438984,Fiction,289,54,570,194,94,128,287,190,74,256,77,0.868,0.855,,,133,518,408,93
370,HarounandtheSeaofStories(Hardcover),160.jpg,https://www.goodreads.com/book/show/4835.Haroun_and_the_Sea_of_Stories,"Salman Rushdie, Paul Birkbeck (Illustrator)",4.01,18363,Fiction,224,58,526,404,116,26,191,34,72,238,370,0.327,0.361,,,342,220,75,267
18,HarryPotterandtheChamberofSecrets(HarryPotter#2),161.jpg,https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,"J.K. Rowling, ",4.31,1350730,YoungAdult,341,157,175,240,69,149,325,88,207,49,18,0.947,0.969,1,4,396,385,452,16
17,HarryPotterandtheDeathlyHallows(HarryPotter#7),162.jpg,https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows,"J.K. Rowling, ",4.58,1358171,Fantasy,759,418,129,326,220,45,382,111,291,3,17,0.949,0.97,1,4,538,153,472,419
15,HarryPotterandtheGobletofFire(HarryPotter#4),163.jpg,https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,"J.K. Rowling,",4.48,1361160,YoungAdult,734,289,784,535,215,125,345,182,345,14,15,0.951,0.973,1,4,60,423,460,173
21,HarryPotterandtheHalf-BloodPrince(HarryPotter#6),164.jpg,https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,"J.K. Rowling, ",4.49,1303277,Childrens,652,85,153,482,228,72,381,136,224,12,21,0.944,0.962,1,4,379,529,47,375
14,HarryPotterandtheOrderofthePhoenix(HarryPotter#5),165.jpg,https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,"J.K. Rowling,",4.42,1388807,FictionFantasy,870,296,752,229,25,112,260,162,352,23,14,0.96,0.973,1,4,492,514,277,411
241,Inferno(TheDivineComedy#1),166.jpg,https://www.goodreads.com/book/show/15645.Inferno,"Dante Alighieri, Anthony Esolen (Translator )",3.97,79778,Academic,528,331,639,448,153,42,350,167,285,278,241,0.612,0.602,,,149,535,470,300
307,InfiniteJest(Paperback),167.jpg,https://www.goodreads.com/book/show/6759.Infinite_Jest,David Foster Wallace,4.33,38221,Fiction,1079,99,178,345,99,155,157,109,110,36,307,0.44,0.477,,,56,120,218,264
462,InSearchofLostTime(Àlarecherchedutempsperdu#1-7),168.jpg,https://www.goodreads.com/book/show/18796.In_Search_of_Lost_Time,"Marcel Proust, C.K. Scott Moncrieff (Translator), Andreas Mayor (Translator), Terence Kilmartin (Translator), D.J. Enright (Revisions), Richard Howard (Introduction )",4.33,5818,Classics,4211,134,490,251,83,84,246,92,187,37,462,0.173,0.176,,,143,177,314,486
218,InterpreterofMaladies(Paperback),169.jpg,https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies,Jhumpa Lahiri,4.1,96519,ShortStories,198,484,651,429,124,34,491,29,309,170,218,0.666,0.631,,,222,334,492,169
100,InterviewwiththeVampire(TheVampireChronicles#1),170.jpg,https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,Anne Rice,3.96,341522,Fantasy,342,225,772,249,149,77,118,142,50,290,100,0.829,0.815,,,251,189,284,184
552,InTurkeyIAmBeautiful(Paperback),171.jpg,https://www.goodreads.com/book/show/3583257-in-turkey-i-am-beautiful,Brendan Shanahan,3.31,55,NonFiction,356,195,363,227,108,105,137,105,48,550,552,0.009,0.005,,,80,549,57,347
219,InvisibleMan(Paperback),172.jpg,https://www.goodreads.com/book/show/16981.Invisible_Man,Ralph Ellison,3.81,95710,Classics,608,572,101,597,69,123,450,126,200,405,219,0.664,0.629,,,75,111,312,202
418,Ironweed,173.jpg,https://www.goodreads.com/book/show/267243.Ironweed,William Kennedy,3.85,10901,Fiction,208,261,190,359,122,33,260,150,31,381,418,0.25,0.26,,,121,393,236,343
33,JaneEyre(Paperback),174.jpg,https://www.goodreads.com/book/show/10210.Jane_Eyre,"Charlotte Bront�, Michael Mason (Annotations)",4.07,978318,Classics,507,500,156,295,145,14,467,176,358,195,33,0.937,0.933,,,46,50,449,432
471,Jessica(Hardcover),175.jpg,https://www.goodreads.com/book/show/2339.Jessica,Bryce Courtenay,4.11,5150,Fiction,395,63,730,550,45,46,259,133,232,159,471,0.162,0.165,,,525,439,387,55
381,JimmyCorrigantheSmartestKidonEarth(Paperback),176.jpg,https://www.goodreads.com/book/show/34072.Jimmy_Corrigan_the_Smartest_Kid_on_Earth,Chris Ware,4.1,15880,SequentialArt,380,11,155,114,31,137,343,105,117,169,381,0.309,0.335,,,236,383,147,102
308,JudetheObscure(Paperback),177.jpg,https://www.goodreads.com/book/show/50798.Jude_the_Obscure,Thomas Hardy,3.78,38062,Literature,310,421,401,104,159,43,480,24,209,434,308,0.439,0.477,,,178,428,39,493
270,KaneandAbel(KaneandAbel#1),178.jpg,https://www.goodreads.com/book/show/78983.Kane_and_Abel,Jeffrey Archer,4.23,57967,Fiction,592,321,143,331,84,160,254,215,211,88,270,0.529,0.544,,,417,345,292,137
368,Katherine(Paperback),179.jpg,https://www.goodreads.com/book/show/33609.Katherine,"Anya Seton, Philippa Gregory (Goodreads Author) (Foreword)",4.18,18928,Historical,500,160,209,519,51,125,253,40,153,125,368,0.332,0.362,,,175,357,259,245
311,Kidnapped(DavidBalfour#1),180.jpg,https://www.goodreads.com/book/show/325128.Kidnapped,Robert Louis Stevenson,3.76,37367,Classics,288,266,293,397,202,56,476,211,255,446,311,0.432,0.469,,,490,367,379,405
205,KitchenConfidential:AdventuresintheCulinaryUnderbelly(Paperback),181.jpg,https://www.goodreads.com/book/show/33313.Kitchen_Confidential,Anthony Bourdain,3.97,114187,Autobiography,312,502,315,134,15,111,222,68,239,277,205,0.681,0.66,,,528,305,128,126
285,LeavesofGrass(Paperback),182.jpg,https://www.goodreads.com/book/show/27494.Leaves_of_Grass,Walt Whitman,4.13,51037,Classics,624,177,345,232,220,63,181,87,95,147,285,0.486,0.519,,,228,418,145,86
478,LesMiserables(ClassicsIllustrated),183.jpg,https://www.goodreads.com/book/show/6648041-les-miserables,Victor Hugo,4.29,4779,Classics,48,406,792,336,206,100,358,118,300,56,478,0.158,0.148,,,79,512,312,421
74,LesMisérables(MassMarketPaperback),184.jpg,https://www.goodreads.com/book/show/24280.Les_Mis_rables,"Victor Hugo, Lee Fahnestock (Translator), Norman MacAfee (Translator)",4.1,453509,Classics,1463,542,730,521,91,157,294,33,330,168,74,0.871,0.861,,,317,253,210,397
532,LesMiserables(SteppingStones),185.jpg,https://www.goodreads.com/book/show/24288.Les_Miserables,"Monica Kulling (Goodreads Author) (Adapted ), Victor Hugo (Adapter)",4.26,468,Classics,106,423,125,435,14,86,322,43,240,74,532,0.048,0.049,,,394,141,316,524
213,LifeAfterLife(Hardcover),186.jpg,https://www.goodreads.com/book/show/15790842-life-after-life,Kate Atkinson,3.71,105804,Fantasy,544,202,396,599,52,93,411,181,231,481,213,0.669,0.636,,,111,321,504,350
40,LifeofPi(Paperback),187.jpg,https://www.goodreads.com/book/show/4214.Life_of_Pi,Yann Martel,3.86,888787,Fiction,356,435,308,92,65,43,130,205,267,374,40,0.927,0.922,,,287,236,337,400
314,LightinAugust(Paperback),188.jpg,https://www.goodreads.com/book/show/10979.Light_in_August,William Faulkner,3.92,35347,Classics,507,207,681,48,121,105,188,36,276,325,314,0.427,0.465,,,126,217,556,102
458,LikeDandelionDust(Paperback),189.jpg,https://www.goodreads.com/book/show/376641.Like_Dandelion_Dust,Karen Kingsbury,4.2,6261,Fiction,384,19,778,61,186,60,157,126,155,104,458,0.181,0.184,,,252,287,231,204
132,LikeWaterforChocolate(Paperback),190.jpg,https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate,"Laura Esquivel, Carol Christensen (Translator), Thomas Christensen (Translator)",3.92,241964,Fiction,224,29,464,384,237,39,162,159,128,324,132,0.781,0.77,,,520,278,393,550
175,LittleHouseonthePrairie(LittleHouse#2),191.jpg,https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie,"Laura Ingalls Wilder, Garth Williams (Illustrator)",4.18,149330,YoungAdult,335,589,573,537,182,120,390,194,199,124,175,0.724,0.694,,,230,453,407,417
32,LittleWomen(LittleWomen#1),192.jpg,https://www.goodreads.com/book/show/1934.Little_Women,Louisa May Alcott,4,1018182,Classics,449,212,772,318,143,90,258,216,61,249,32,0.938,0.934,,,244,520,95,127
83,Lolita(Paperback),193.jpg,https://www.goodreads.com/book/show/7604.Lolita,"Vladimir Nabokov, Craig Raine (Afterword)",3.86,408125,Classics,378,297,767,7,37,133,469,54,178,373,83,0.854,0.846,,,88,212,1,292
220,LonesomeDove(Paperback),194.jpg,https://www.goodreads.com/book/show/256008.Lonesome_Dove,Larry McMurtry,4.45,93535,Fiction,945,149,586,318,210,36,391,132,54,16,220,0.661,0.623,,,505,230,137,176
407,LookingforAlibrandi(Paperback),195.jpg,https://www.goodreads.com/book/show/82436.Looking_for_Alibrandi,Melina Marchetta (Goodreads Author),3.84,12784,YoungAdult,313,226,311,403,216,118,185,184,142,385,407,0.269,0.284,,,470,57,35,60
373,LordJim(Paperback),196.jpg,https://www.goodreads.com/book/show/12194.Lord_Jim,Joseph Conrad,3.59,17643,Classics,455,433,351,530,54,70,269,115,82,523,373,0.321,0.354,,,313,95,473,30
24,LordoftheFlies(Paperback),197.jpg,https://www.goodreads.com/book/show/7624.Lord_of_the_Flies,William Golding,3.61,1275832,Classics,182,212,725,564,55,158,208,156,270,515,24,0.942,0.961,,,465,245,89,387
129,LoveintheTimeofCholera(Paperback),198.jpg,https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera,"Gabriel Garc�a M�rquez, Edith Grossman (Translator)",3.87,259448,Fiction,348,322,255,560,61,135,110,94,39,367,129,0.784,0.775,,,298,447,223,36
402,LoveMedicine(Paperback),199.jpg,https://www.goodreads.com/book/show/91440.Love_Medicine,Louise Erdrich,3.96,13148,Fiction,367,262,589,333,45,178,350,97,320,289,402,0.28,0.302,,,222,145,22,516
388,LuckyJim(Paperback),200.jpg,https://www.goodreads.com/book/show/395182.Lucky_Jim,"Kingsley Amis, David Lodge (Introduction)",3.8,15100,Fiction,251,402,363,311,221,112,271,46,66,414,388,0.3,0.331,,,522,295,293,270
395,LunarPark(Paperback),201.jpg,https://www.goodreads.com/book/show/4031.Lunar_Park,Bret Easton Ellis,3.59,14244,Fiction,404,310,179,157,66,117,371,139,93,522,395,0.292,0.322,,,251,145,509,56
185,MadameBovary(Paperback),202.jpg,https://www.goodreads.com/book/show/2175.Madame_Bovary,"Gustave Flaubert, Margaret Mauldon (Translator), Malcolm Bowie (Introduction), Mark Overstall (Contributor)",3.62,133121,Classics,329,102,312,455,164,150,106,195,281,513,185,0.711,0.683,,,13,549,394,42
296,Magician:Apprentice(TheRiftwarSaga#1),203.jpg,https://www.goodreads.com/book/show/13812.Magician,Raymond E. Feist,4.17,47086,Fantasy,485,126,449,238,105,50,498,63,97,132,296,0.46,0.504,,,506,176,539,9
313,Magician(TheRiftwarSaga#1-2),204.jpg,https://www.goodreads.com/book/show/43916.Magician,Raymond E. Feist,4.31,36235,Fantasy,681,341,175,361,155,33,165,115,44,48,313,0.429,0.467,,,58,40,336,534
380,MainStreet(Paperback),205.jpg,https://www.goodreads.com/book/show/11376.Main_Street,Sinclair Lewis,3.73,16073,Classics,454,440,533,469,138,53,489,214,116,471,380,0.31,0.34,,,293,410,295,285
207,Man'sSearchforMeaning(Paperback),206.jpg,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,"Viktor E. Frankl, Harold S. Kushner (Foreword), Ilse Lasch (Translator)",4.32,110881,NonFiction,165,118,379,429,38,54,367,171,106,42,207,0.676,0.655,,,142,154,44,201
159,MansfieldPark(Paperback),207.jpg,https://www.goodreads.com/book/show/45032.Mansfield_Park,"Jane Austen, Kathryn Sutherland (Editor, Introduction & Notes ), Tony Tanner (original Penguin Introduction ), Claire Lamont (Textual Adviser)",3.8,165746,Romance,507,442,504,306,89,11,144,65,154,413,159,0.745,0.724,,,150,315,184,47
439,ManufacturingConsent:ThePoliticalEconomyoftheMassMedia(Paperback),208.jpg,https://www.goodreads.com/book/show/12617.Manufacturing_Consent,"Noam Chomsky, Edward S. Herman",4.21,8305,Politics,393,302,620,351,59,34,410,44,137,100,439,0.209,0.216,,,9,241,252,16
403,Mao'sLastDancer(Paperback),209.jpg,https://www.goodreads.com/book/show/298137.Mao_s_Last_Dancer,Li Cunxin,4.1,13063,NonFiction,480,12,643,572,205,83,439,127,231,167,403,0.277,0.296,,,192,197,478,110
455,MarabouStorkNightmares(Paperback),210.jpg,https://www.goodreads.com/book/show/23961.Marabou_Stork_Nightmares,Irvine Welsh,3.8,6562,Fiction,288,534,229,253,200,108,295,131,227,412,455,0.185,0.186,,,182,4,223,23
121,MarleyandMe:LifeandLoveWiththeWorld'sWorstDog(Hardcover),211.jpg,https://www.goodreads.com/book/show/12691.Marley_and_Me,John Grogan,4.09,290856,NonFiction,291,319,270,208,155,38,126,105,180,180,121,0.797,0.789,,,64,484,140,203
103,Matilda(Paperback),212.jpg,https://www.goodreads.com/book/show/39988.Matilda,"Roald Dahl, Quentin Blake (Illustrator)",4.26,336810,Childrens,240,550,609,233,80,59,465,140,38,73,103,0.822,0.812,,,249,250,284,261
492,McTeague(Paperback),213.jpg,https://www.goodreads.com/book/show/168655.McTeague,"Frank Norris, Eric Solomon (Introduction)",3.64,3548,Fiction,368,303,304,83,214,127,135,181,304,508,492,0.135,0.118,,,438,551,425,215
331,Meditations(Paperback),214.jpg,https://www.goodreads.com/book/show/30659.Meditations,"Marcus Aurelius, Martin Hammond (Translator, Notes), Diskin Clay (Introduction)",4.16,29329,Philosophy,304,25,295,27,189,131,183,94,132,137,331,0.399,0.431,,,510,386,74,537
27,MemoirsofaGeisha(Hardcover),215.jpg,https://www.goodreads.com/book/show/930.Memoirs_of_a_Geisha,Arthur Golden,4.04,1131199,Fiction,434,362,511,394,95,48,434,151,38,216,27,0.941,0.956,,,408,149,362,333
76,MeTalkPrettyOneDay(Paperback),216.jpg,https://www.goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day,David Sedaris,3.95,447583,Humor,272,48,394,428,77,44,269,173,219,299,76,0.868,0.856,,,479,410,200,250
240,Middlemarch(Paperback),217.jpg,https://www.goodreads.com/book/show/19089.Middlemarch,"George Eliot, Michel Faber (Introduction)",3.9,80060,Classics,904,46,103,52,71,147,290,128,240,346,240,0.613,0.604,,,251,136,104,233
82,Middlesex(Paperback),218.jpg,https://www.goodreads.com/book/show/2187.Middlesex,Jeffrey Eugenides,3.94,417843,Fiction,529,152,716,16,55,173,281,40,68,307,82,0.857,0.85,,,417,402,468,191
254,Midnight'sChildren(Paperback),219.jpg,https://www.goodreads.com/book/show/14836.Midnight_s_Children,Salman Rushdie,3.99,66157,Fiction,647,160,743,209,46,65,235,77,242,255,254,0.591,0.565,,,553,337,66,41
106,Moby-Dick;orTheWhale(Paperback),220.jpg,https://www.goodreads.com/book/show/153747.Moby_Dick_or_The_Whale,"Herman Melville, Andrew Delbanco (Introduction), Tom Quirk (Commentary)",3.41,326748,Classics,663,158,710,532,217,139,349,153,63,546,106,0.82,0.811,,,78,78,497,98
496,MobyDick(GraphicClassics),221.jpg,https://www.goodreads.com/book/show/3209693-moby-dick,"Rod Espinosa, Herman Melville",3.55,3049,Classics,0,481,330,146,151,130,316,108,145,534,496,0.132,0.112,,,44,169,330,115
